ano,m?,dia,dia_juliano,hora,calor_sens [W/m2],vel_atri [m/s],vel_convc [m/s],grad_temp[K/m],altura_mist_ convec [m],altura_mist_ convec_mec [m],MoninObukhov[m],comp_rug_sup[m],bowen,albedo ,velo_vento[m/s],dir_vento[?],alt_anemometro[m],temp[K],temp[?C],alt_medicao[m],cod_prec,precip[mm/hr],umid_rela[%],pressao[mb],cob_nuvens,ajuste,interpolacao
23,9,19,2,1,-64,0.784,-9,-9,-999,1950,677.4,0.8464,0.65,1,5.7,222,14,297.1,23.95,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,9,19,2,2,-64,1.156,-9,-9,-999,2967,2172.3,0.8464,0.65,1,8.2,201,14,296.1,22.95,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,9,19,2,3,-64,0.86,-9,-9,-999,2045,894.7,0.8464,0.65,1,6.2,180,14,295.1,21.95,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,9,19,2,4,-64,0.69,-9,-9,-999,1434,461.9,0.8464,0.65,1,5.1,194,14,296.1,22.95,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,9,19,2,5,-62.5,0.609,-9,-9,-999,1155,325.9,0.8464,0.65,1,4.6,215,14,296.1,22.95,2,0,0,73,1010,3,NAD-SFC,NoSubs
23,9,19,2,6,-37.2,0.363,-9,-9,-999,590,115.6,0.8408,0.65,1,3.1,172,14,296.1,22.95,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,9,19,2,7,-14,0.183,-9,-9,-999,231,39.6,0.8408,0.65,0.56,2.1,177,14,296.1,22.95,2,0,0,73,1010,3,NAD-SFC,NoSubs
23,9,19,2,8,39.9,0.132,0.637,0.005,234,117,-5.2,0.8575,0.65,0.27,0.5,282,14,294.1,20.95,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,9,19,2,9,96.4,0.224,1.082,0.005,473,255,-10.5,0.8464,0.65,0.2,1,208,14,293.1,19.95,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,9,19,2,10,142.7,0.306,1.398,0.005,690,406,-18.1,0.8575,0.65,0.18,1.5,284,14,294.1,20.95,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,9,19,2,11,158.3,0.389,1.565,0.005,874,581,-33.4,0.8575,0.65,0.17,2.1,308,14,297.1,23.95,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,9,19,2,12,192.2,0.396,1.778,0.005,1055,598,-29.1,0.8575,0.65,0.17,2.1,293,14,297.1,23.95,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,9,19,2,13,193.7,0.448,1.868,0.007,1214,720,-41.9,0.7857,0.65,0.17,2.6,337,14,299.1,25.95,2,0,0,70,1010,4,NAD-SFC,Sub_CC
23,9,19,2,14,164.3,0.58,1.823,0.008,1331,1060,-107.2,0.8575,0.65,0.17,3.6,307,14,298.6,25.45,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,9,19,2,15,139.3,0.304,1.764,0.007,1422,486,-18.2,0.8464,0.65,0.18,1.5,215,14,298.1,24.95,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,9,19,2,16,101.1,1.042,1.607,0.005,1481,2553,-1007.8,0.8408,0.65,0.19,7.2,144,14,296.1,22.95,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,9,19,2,17,53.6,0.765,1.311,0.005,1516,1716,-751.8,0.6665,0.65,0.24,5.7,129,14,297.1,23.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,9,19,2,18,2.5,0.655,0.472,0.007,1517,1302,-8888,0.8408,0.65,0.44,4.6,136,14,297.1,23.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,9,19,2,19,-64,1.007,-9,-9,-999,2419,1435.1,0.8408,0.65,1,7.2,155,14,296.1,22.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,9,19,2,20,-49.7,0.565,-9,-9,-999,1279,326,0.6665,0.65,1,4.6,127,14,296.1,22.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,9,19,2,21,-43.5,0.493,-9,-9,-999,858,247.7,0.6665,0.65,1,4.1,100,14,295.1,21.95,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,9,19,2,22,-6.5,0.107,-9,-9,-999,400,17,0.8464,0.65,1,1.5,215,14,294.1,20.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,19,2,23,-22.3,0.252,-9,-9,-999,304,64.4,0.6665,0.65,1,2.6,121,14,294.1,20.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,19,2,24,-37.1,0.419,-9,-9,-999,651,178.3,0.6665,0.65,1,3.6,93,14,294.1,20.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,20,3,1,-6.2,0.104,-9,-9,-999,261,16.3,0.7777,0.65,1,1.5,70,14,294.1,20.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,20,3,2,-5.7,0.099,-9,-9,-999,87,15.1,0.6665,0.65,1,1.5,127,14,294.1,20.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,9,20,3,3,NaN,-9,-9,-9,-999,NaN,NaN,0.789,0.65,1,0,0,14,294.1,NaN,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,9,20,3,4,-6.5,0.107,-9,-9,-999,84,17.1,0.8575,0.65,1,1.5,310,14,294.1,20.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,9,20,3,5,-12.2,0.146,-9,-9,-999,134,22.9,0.7857,0.65,1,2.1,319,14,294.1,20.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,9,20,3,6,-6.2,0.104,-9,-9,-999,81,16.4,0.7857,0.65,1,1.5,331,14,294.1,20.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,9,20,3,7,-12.7,0.222,-9,-9,-999,251,77.2,0.7857,0.65,0.55,2.1,339,14,294.1,20.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,9,20,3,8,39.4,0.335,0.557,0.006,157,464,-85.5,0.7857,0.65,0.27,2.1,337,14,294.1,20.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,20,3,9,89.5,0.42,0.949,0.005,345,653,-74.6,0.7857,0.65,0.2,2.6,335,14,294.1,20.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,9,20,3,10,130.1,0.296,1.223,0.006,506,396,-17.9,0.7857,0.65,0.18,1.5,319,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,20,3,11,158.7,0.31,1.421,0.005,652,414,-16.9,0.8575,0.65,0.17,1.5,306,14,296.1,22.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,20,3,12,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,0.17,1,354,14,298.1,NaN,2,0,0,78,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,13,NaN,-9,-9,-9,-999,NaN,NaN,0.8575,0.65,0.17,1.5,300,14,299.1,NaN,2,0,0,70,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,14,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,0.17,2.6,339,14,300.1,NaN,2,0,0,66,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,15,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,0.18,2.6,350,14,301.1,NaN,2,0,0,62,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,16,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,0.19,3.1,333,14,301.1,NaN,2,0,0,66,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,17,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,0.24,4.6,352,14,301.1,NaN,2,0,0,66,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,18,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,0.44,3.6,345,14,301.1,NaN,2,0,0,66,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,19,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,1,3.6,344,14,301.1,NaN,2,0,0,66,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,20,NaN,-9,-9,-9,-999,NaN,NaN,0.6665,0.65,1,3.1,121,14,299.1,NaN,2,0,0,74,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,21,NaN,-9,-9,-9,-999,NaN,NaN,0.6665,0.65,1,3.6,127,14,296.1,NaN,2,0,0,89,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,22,NaN,-9,-9,-9,-999,NaN,NaN,0.8464,0.65,1,2.1,197,14,295.1,NaN,2,0,0,94,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,23,NaN,-9,-9,-9,-999,NaN,NaN,0.8408,0.65,1,2.6,137,14,295.1,NaN,2,0,0,94,1010,NaN,NAD-SFC,NoSubs
23,9,20,3,24,-12.6,0.149,-9,-9,-999,139,23.8,0.8408,0.65,1,2.1,160,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,21,4,1,-12.6,0.149,-9,-9,-999,139,23.8,0.8408,0.65,1,2.1,156,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,21,4,2,-0.6,0.033,-9,-9,-999,37,5,0.6665,0.65,1,0.5,129,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,21,4,3,-2.6,0.067,-9,-9,-999,42,10.5,0.7223,0.65,1,1,7,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,21,4,4,-12.2,0.146,-9,-9,-999,134,23,0.7857,0.65,1,2.1,348,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,21,4,5,-12.2,0.146,-9,-9,-999,134,23,0.7857,0.65,1,2.1,349,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,21,4,6,-23.2,0.263,-9,-9,-999,323,70.3,0.7223,0.65,1,2.6,12,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,21,4,7,-20.5,0.395,-9,-9,-999,596,270.1,0.7857,0.65,0.54,3.1,337,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,21,4,8,40.9,0.387,0.63,0.01,220,579,-128,0.7223,0.65,0.27,2.6,3,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,21,4,9,90.9,0.482,1.021,0.007,422,803,-110.9,0.7857,0.65,0.2,3.1,358,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,21,4,10,131.1,0.483,1.26,0.007,550,806,-77.4,0.7223,0.65,0.18,3.1,4,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,21,4,11,161,1.064,1.418,0.005,639,2636,-674.6,0.7223,0.65,0.17,7.7,7,14,299.1,25.95,2,0,0,70,1010,6,NAD-SFC,NoSubs
23,9,21,4,12,195.2,0.902,1.579,0.005,728,2105,-338.5,0.7857,0.65,0.17,6.2,338,14,297.1,23.95,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,9,21,4,13,195.8,1.033,1.643,0.005,817,2506,-506.3,0.7857,0.65,0.17,7.2,349,14,297.1,23.95,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,9,21,4,14,182.9,1.164,1.68,0.005,935,2996,-776.5,0.7857,0.65,0.17,8.2,347,14,298.1,24.95,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,9,21,4,15,156.3,0.999,1.644,0.005,1026,2451,-574.9,0.7223,0.65,0.17,7.2,3,14,299.1,25.95,2,0,0,70,1010,3,NAD-SFC,NoSubs
23,9,21,4,16,114.2,0.954,1.51,0.005,1088,2248,-683.6,0.7857,0.65,0.19,6.7,358,14,300.1,26.95,2,0,0,66,1010,3,NAD-SFC,NoSubs
23,9,21,4,17,59.6,1.079,1.227,0.005,1118,2677,-1900.1,0.7857,0.65,0.24,7.7,358,14,300.1,26.95,2,0,0,70,1010,3,NAD-SFC,NoSubs
23,9,21,4,18,0.6,1.039,0.267,0.005,1116,2550,-8888,0.7223,0.65,0.44,7.7,12,14,299.1,25.95,2,0,0,65,1010,3,NAD-SFC,NoSubs
23,9,21,4,19,-64,1.023,-9,-9,-999,2487,1506.4,0.7223,0.65,1,7.7,12,14,299.1,25.95,2,0,0,70,1010,3,NAD-SFC,NoSubs
23,9,21,4,20,NaN,-9,-9,-9,-999,NaN,NaN,0.7223,0.65,1,7.2,12,14,298.1,NaN,2,0,0,69,1010,NaN,NAD-SFC,NoSubs
23,9,21,4,21,NaN,-9,-9,-9,-999,NaN,NaN,0.7223,0.65,1,7.7,5,14,297.1,NaN,2,0,0,74,1010,NaN,NAD-SFC,NoSubs
23,9,21,4,22,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,1,7.2,355,14,296.1,NaN,2,0,0,83,1010,NaN,NAD-SFC,NoSubs
23,9,21,4,23,-64,0.982,-9,-9,-999,2336,1332.6,0.7857,0.65,1,7.2,353,14,295.1,21.95,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,9,21,4,24,-64,1.054,-9,-9,-999,2586,1646.8,0.7857,0.65,1,7.7,349,14,295.1,21.95,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,9,22,5,1,-64,0.67,-9,-9,-999,1512,422.8,0.7857,0.65,1,5.1,350,14,295.1,21.95,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,9,22,5,2,-46.4,0.433,-9,-9,-999,790,157.7,0.7857,0.65,1,3.6,352,14,295.1,21.95,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,9,22,5,3,-44.9,0.436,-9,-9,-999,694,166.7,0.7857,0.65,1,3.6,344,14,295.1,21.95,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,9,22,5,4,-64,0.762,-9,-9,-999,1596,622.2,0.7857,0.65,1,5.7,355,14,295.1,21.95,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,9,22,5,5,-6.7,0.104,-9,-9,-999,1027,15.2,0.7857,0.65,1,1.5,341,14,295.1,21.95,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,9,22,5,6,-64,0.762,-9,-9,-999,1593,622.2,0.7857,0.65,1,5.7,355,14,295.1,21.95,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,9,22,5,7,-40.5,0.609,-9,-9,-999,1170,502.8,0.7857,0.65,0.53,4.6,346,14,295.1,21.95,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,9,22,5,8,44,0.872,0.721,0.005,306,1951,-1357.8,0.7857,0.65,0.27,6.2,341,14,295.1,21.95,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,9,22,5,9,100.8,0.72,1.074,0.006,443,1501,-333.9,0.7223,0.65,0.2,5.1,4,14,295.1,21.95,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,9,22,5,10,146.5,0.893,1.321,0.005,568,2019,-438.5,0.7857,0.65,0.18,6.2,352,14,295.1,21.95,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,9,22,5,11,178.7,0.899,1.494,0.005,673,2045,-366.2,0.7857,0.65,0.17,6.2,341,14,296.1,22.95,2,0,0,89,1010,3,NAD-SFC,NoSubs
23,9,22,5,12,196.1,0.967,1.605,0.005,760,2275,-415.6,0.7857,0.65,0.17,6.7,338,14,297.1,23.95,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,9,22,5,13,177.3,0.581,1.573,0.011,792,1255,-99.4,0.8408,0.65,0.17,3.6,153,14,297.1,23.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,9,22,5,14,166,1.12,1.557,0.005,820,2843,-762.5,0.8408,0.65,0.17,7.7,162,14,298.1,24.95,2,0,0,76,1010,6,NAD-SFC,NoSubs
23,9,22,5,15,140.1,1.117,1.484,0.005,841,2833,-895.2,0.8408,0.65,0.17,7.7,152,14,296.1,22.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,9,22,5,16,103.1,0.966,1.349,0.005,858,2325,-786.5,0.6665,0.65,0.19,7.2,120,14,297.1,23.95,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,9,22,5,17,58.2,0.766,1.119,0.005,867,1676,-695.8,0.6665,0.65,0.24,5.7,106,14,296.1,22.95,2,0,0,89,1010,3,NAD-SFC,NoSubs
23,9,22,5,18,4,0.541,0.458,0.008,869,1026,-3599.1,0.6665,0.65,0.44,4.1,121,14,298.1,24.95,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,9,22,5,19,-11.1,0.138,-9,-9,-999,466,21.2,0.6665,0.65,1,2.1,111,14,298.1,24.95,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,9,22,5,20,-64,0.762,-9,-9,-999,1596,622.2,0.7857,0.65,1,5.7,340,14,297.1,23.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,9,22,5,21,-33.4,0.379,-9,-9,-999,748,147.3,0.8575,0.65,1,3.1,288,14,296.1,22.95,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,9,22,5,22,-12.7,0.15,-9,-9,-999,283,24.1,0.8575,0.65,1,2.1,310,14,297.1,23.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,9,22,5,23,-24.2,0.275,-9,-9,-999,345,77.1,0.7857,0.65,1,2.6,317,14,296.1,22.95,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,9,22,5,24,-32.1,0.366,-9,-9,-999,531,137.3,0.7857,0.65,1,3.1,350,14,297.1,23.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,9,23,6,1,-3.1,0.071,-9,-9,-999,231,10.3,0.8408,0.65,1,1,152,14,295.1,21.95,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,9,23,6,2,-0.8,0.035,-9,-9,-999,88,5,0.789,0.65,1,0.5,999,14,295.1,21.95,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,9,23,6,3,-46.4,0.431,-9,-9,-999,679,155.6,0.7777,0.65,1,3.6,88,14,294.1,20.95,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,9,23,6,4,-34.6,0.322,-9,-9,-999,446,86.8,0.6665,0.65,1,3.1,108,14,294.1,20.95,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,9,23,6,5,-6.3,0.099,-9,-9,-999,150,13.6,0.6665,0.65,1,1.5,94,14,293.1,19.95,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,9,23,6,6,-2.9,0.067,-9,-9,-999,46,9.5,0.7223,0.65,1,1,6,14,294.1,20.95,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,9,23,6,7,-22,0.298,-9,-9,-999,390,108.2,0.8155,0.65,0.52,2.6,253,14,294.1,20.95,2,0,0,94,1010,1,NAD-SFC,Sub_CC
23,9,23,6,8,41.5,0.261,0.682,0.008,275,321,-38.6,0.7777,0.65,0.26,1.5,46,14,293.1,19.95,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,9,23,6,9,100.6,0.361,0.981,0.005,338,520,-42,0.7777,0.65,0.19,2.1,83,14,293.1,19.95,2,0,0,100,1010,4,NAD-SFC,NoSubs
23,9,23,6,10,132.3,0.295,1.142,0.005,406,388,-17.6,0.7777,0.65,0.18,1.5,74,14,293.1,19.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,9,23,6,11,120.3,0.41,1.233,0.005,562,630,-51.7,0.6665,0.65,0.17,2.6,132,14,294.1,20.95,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,9,23,6,12,131.3,0.413,1.426,0.005,796,638,-48.4,0.6665,0.65,0.17,2.6,126,14,294.1,20.95,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,9,23,6,13,132.7,0.355,1.52,0.006,954,511,-30.5,0.6665,0.65,0.17,2.1,116,14,295.1,21.95,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,9,23,6,14,165.7,0.442,1.727,0.007,1121,705,-47,0.7857,0.65,0.17,2.6,322,14,296.1,22.95,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,9,23,6,15,141.1,0.686,1.68,0.008,1213,1362,-205.8,0.7857,0.65,0.17,4.6,346,14,297.1,23.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,9,23,6,16,112.2,0.615,1.579,0.008,1265,1165,-186.5,0.7857,0.65,0.19,4.1,350,14,298.1,24.95,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,9,23,6,17,59.7,0.645,1.288,0.008,1291,1242,-405.3,0.7223,0.65,0.24,4.6,15,14,298.1,24.95,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,9,23,6,18,3.6,0.658,0.507,0.008,1290,1279,-7062.6,0.8464,0.65,0.43,4.6,211,14,296.6,23.45,2,0,0,86,1010,6,NAD-SFC,NoSubs
23,9,23,6,19,-64,0.995,-9,-9,-999,2378,1386.5,0.6665,0.65,1,7.7,124,14,294.1,20.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,23,6,20,-22.2,0.303,-9,-9,-999,1191,112.8,0.8408,0.65,1,2.6,138,14,295.1,21.95,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,9,23,6,21,-5.2,0.099,-9,-9,-999,690,16.6,0.6665,0.65,1,1.5,106,14,295.1,21.95,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,9,23,6,22,-40.9,0.462,-9,-9,-999,754,218,0.8575,0.65,1,3.6,306,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,9,23,6,23,-64,0.762,-9,-9,-999,1595,622.2,0.7857,0.65,1,5.7,344,14,296.1,22.95,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,9,23,6,24,-64,0.762,-9,-9,-999,1596,622.2,0.7857,0.65,1,5.7,328,14,296.1,22.95,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,9,24,7,1,-64,0.982,-9,-9,-999,2327,1332.6,0.7857,0.65,1,7.2,341,14,296.1,22.95,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,9,24,7,2,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,1,7.2,352,14,296.1,NaN,2,0,0,89,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,3,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,1,6.2,351,14,296.1,NaN,2,0,0,89,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,4,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,1,5.1,351,14,296.1,NaN,2,0,0,83,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,5,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,1,6.7,348,14,296.1,NaN,2,0,0,83,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,6,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,1,8.7,341,14,296.1,NaN,2,0,0,89,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,7,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,0.51,8.2,337,14,295.1,NaN,2,0,0,88,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,8,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,0.26,9.3,350,14,296.1,NaN,2,0,0,83,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,9,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,0.19,7.7,341,14,296.1,NaN,2,0,0,89,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,10,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,0.18,6.7,352,14,296.1,NaN,2,0,0,89,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,11,NaN,-9,-9,-9,-999,NaN,NaN,0.7857,0.65,0.17,5.7,343,14,299.1,NaN,2,0,0,74,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,12,NaN,-9,-9,-9,-999,NaN,NaN,0.789,0.65,0.17,1.5,999,14,300.1,NaN,2,0,0,74,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,13,NaN,-9,-9,-9,-999,NaN,NaN,0.6665,0.65,0.17,7.2,106,14,300.1,NaN,2,0,0,70,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,14,NaN,-9,-9,-9,-999,NaN,NaN,0.6665,0.65,0.17,8.2,97,14,299.1,NaN,2,0,0,74,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,15,NaN,-9,-9,-9,-999,NaN,NaN,0.6665,0.65,0.17,5.7,124,14,300.1,NaN,2,0,0,70,1010,NaN,NAD-SFC,NoSubs
23,9,24,7,16,112.3,0.907,-9,-9,-999,2073,-598.3,0.8408,0.65,0.19,6.2,136,14,297.1,23.95,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,9,24,7,17,59.3,0.767,-9,-9,-999,1643,-684.3,0.6665,0.65,0.24,5.7,118,14,296.1,22.95,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,9,24,7,18,0.4,1.027,-9,-9,-999,2487,-8888,0.8464,0.65,0.43,7.2,181,14,296.1,22.95,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,9,24,7,19,-64,0.933,-9,-9,-999,2183,1141.3,0.8408,0.65,1,6.7,156,14,297.1,23.95,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,9,24,7,20,-64,1.153,-9,-9,-999,2954,2156.6,0.8408,0.65,1,8.2,166,14,296.1,22.95,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,9,24,7,21,-26.8,0.261,-9,-9,-999,1713,60,0.8408,0.65,1,2.6,158,14,296.1,22.95,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,9,24,7,22,-54.3,0.53,-9,-9,-999,1010,246.4,0.8408,0.65,1,4.1,161,14,296.1,22.95,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,9,24,7,23,-64,0.858,-9,-9,-999,1905,888.1,0.8408,0.65,1,6.2,156,14,295.1,21.95,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,9,24,7,24,-64,0.782,-9,-9,-999,1672,672.3,0.8408,0.65,1,5.7,146,14,294.1,20.95,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,9,25,8,1,-57.5,0.557,-9,-9,-999,1059,270.7,0.6665,0.65,1,4.6,127,14,294.1,20.95,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,9,25,8,2,-54.3,0.615,-9,-9,-999,1155,385,0.8408,0.65,1,4.6,150,14,295.1,21.95,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,9,25,8,3,-47.5,0.538,-9,-9,-999,954,294.8,0.8408,0.65,1,4.1,147,14,295.1,21.95,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,9,25,8,4,-25.1,0.283,-9,-9,-999,432,81.6,0.8408,0.65,1,2.6,174,14,294.1,20.95,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,9,25,8,5,-47.5,0.538,-9,-9,-999,946,294.8,0.8408,0.65,1,4.1,162,14,295.1,21.95,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,9,25,8,6,-33.3,0.376,-9,-9,-999,575,143.4,0.8408,0.65,1,3.1,167,14,294.1,20.95,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,9,25,8,7,-12,0.341,-9,-9,-999,480,298.8,0.8408,0.65,0.51,2.6,176,14,294.1,20.95,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,9,25,8,8,44.9,0.346,0.78,0.01,381,487,-82.8,0.8464,0.65,0.26,2.1,189,14,294.1,20.95,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,9,25,8,9,71,0.282,1.089,0.012,655,361,-28.3,0.8408,0.65,0.19,1.5,179,14,294.1,20.95,2,0,0,78,1010,8,NAD-SFC,NoSubs
